Token	POS-Tag	OOV	Id	Index	Documento
8	NUM	0	149	3	PF apreende quase 8 kg de cocaína em São Paulo
kg	NOUN	0	149	4	PF apreende quase 8 kg de cocaína em São Paulo
de	ADP	0	149	5	PF apreende quase 8 kg de cocaína em São Paulo
cocaína	NOUN	1	149	6	PF apreende quase 8 kg de cocaína em São Paulo
em	ADP	0	149	7	PF apreende quase 8 kg de cocaína em São Paulo
São	PROPN	0	149	8	PF apreende quase 8 kg de cocaína em São Paulo
Paulo	PROPN	0	149	9	PF apreende quase 8 kg de cocaína em São Paulo
Polícia	PROPN	0	150	0	Polícia Federal e Receita Federal apreendem 435 mil reais na fronteira com o Uruguai
Federal	PROPN	0	150	1	Polícia Federal e Receita Federal apreendem 435 mil reais na fronteira com o Uruguai
e	CCONJ	0	150	2	Polícia Federal e Receita Federal apreendem 435 mil reais na fronteira com o Uruguai
Receita	PROPN	1	150	3	Polícia Federal e Receita Federal apreendem 435 mil reais na fronteira com o Uruguai
Federal	PROPN	0	150	4	Polícia Federal e Receita Federal apreendem 435 mil reais na fronteira com o Uruguai
apreendem	VERB	1	150	5	Polícia Federal e Receita Federal apreendem 435 mil reais na fronteira com o Uruguai
435	NUM	1	150	6	Polícia Federal e Receita Federal apreendem 435 mil reais na fronteira com o Uruguai
mil	NUM	0	150	7	Polícia Federal e Receita Federal apreendem 435 mil reais na fronteira com o Uruguai
reais	NOUN	0	150	8	Polícia Federal e Receita Federal apreendem 435 mil reais na fronteira com o Uruguai
na	ADP	0	150	9	Polícia Federal e Receita Federal apreendem 435 mil reais na fronteira com o Uruguai
fronteira	NOUN	0	150	10	Polícia Federal e Receita Federal apreendem 435 mil reais na fronteira com o Uruguai
com	ADP	0	150	11	Polícia Federal e Receita Federal apreendem 435 mil reais na fronteira com o Uruguai
o	DET	0	150	12	Polícia Federal e Receita Federal apreendem 435 mil reais na fronteira com o Uruguai
Uruguai	PROPN	0	150	13	Polícia Federal e Receita Federal apreendem 435 mil reais na fronteira com o Uruguai
Polícia	PROPN	0	151	0	Polícia Federal realiza prisão de destinatário de drogas pelos Correios
Federal	PROPN	0	151	1	Polícia Federal realiza prisão de destinatário de drogas pelos Correios
realiza	VERB	0	151	2	Polícia Federal realiza prisão de destinatário de drogas pelos Correios
prisão	NOUN	0	151	3	Polícia Federal realiza prisão de destinatário de drogas pelos Correios
de	ADP	0	151	4	Polícia Federal realiza prisão de destinatário de drogas pelos Correios
destinatário	NOUN	1	151	5	Polícia Federal realiza prisão de destinatário de drogas pelos Correios
de	ADP	0	151	6	Polícia Federal realiza prisão de destinatário de drogas pelos Correios
drogas	NOUN	0	151	7	Polícia Federal realiza prisão de destinatário de drogas pelos Correios
pelos	ADP	0	151	8	Polícia Federal realiza prisão de destinatário de drogas pelos Correios
Correios	NOUN	1	151	9	Polícia Federal realiza prisão de destinatário de drogas pelos Correios
PF	PROPN	1	152	0	PF combate extração ilegal de minério de ouro no Pará
combate	VERB	0	152	1	PF combate extração ilegal de minério de ouro no Pará
extração	NOUN	0	152	2	PF combate extração ilegal de minério de ouro no Pará
ilegal	ADJ	0	152	3	PF combate extração ilegal de minério de ouro no Pará
de	ADP	0	152	4	PF combate extração ilegal de minério de ouro no Pará
minério	NOUN	0	152	5	PF combate extração ilegal de minério de ouro no Pará
de	ADP	0	152	6	PF combate extração ilegal de minério de ouro no Pará
ouro	NOUN	0	152	7	PF combate extração ilegal de minério de ouro no Pará
no	ADP	0	152	8	PF combate extração ilegal de minério de ouro no Pará
Pará	PROPN	0	152	9	PF combate extração ilegal de minério de ouro no Pará
PF	PROPN	1	153	0	PF , no âmbito da Operação Hórus , apreende mais um carregamento de maconha
,	PUNCT	0	153	1	PF , no âmbito da Operação Hórus , apreende mais um carregamento de maconha
no	ADP	0	153	2	PF , no âmbito da Operação Hórus , apreende mais um carregamento de maconha
âmbito	NOUN	0	153	3	PF , no âmbito da Operação Hórus , apreende mais um carregamento de maconha
da	ADP	0	153	4	PF , no âmbito da Operação Hórus , apreende mais um carregamento de maconha
Operação	PROPN	0	153	5	PF , no âmbito da Operação Hórus , apreende mais um carregamento de maconha
Hórus	PROPN	1	153	6	PF , no âmbito da Operação Hórus , apreende mais um carregamento de maconha
,	PUNCT	0	153	7	PF , no âmbito da Operação Hórus , apreende mais um carregamento de maconha
apreende	VERB	1	153	8	PF , no âmbito da Operação Hórus , apreende mais um carregamento de maconha
mais	ADV	0	153	9	PF , no âmbito da Operação Hórus , apreende mais um carregamento de maconha
um	NUM	0	153	10	PF , no âmbito da Operação Hórus , apreende mais um carregamento de maconha
carregamento	NOUN	1	153	11	PF , no âmbito da Operação Hórus , apreende mais um carregamento de maconha
de	ADP	0	153	12	PF , no âmbito da Operação Hórus , apreende mais um carregamento de maconha
maconha	NOUN	1	153	13	PF , no âmbito da Operação Hórus , apreende mais um carregamento de maconha
Polícia	PROPN	0	154	0	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
Federal	PROPN	0	154	1	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
deflagra	VERB	1	154	2	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
Operação	NOUN	0	154	3	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
Cash	PROPN	1	154	4	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
Delivery	PROPN	1	154	5	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
para	SCONJ	0	154	6	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
apurar	VERB	1	154	7	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
prejuízo	NOUN	0	154	8	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
de	ADP	0	154	9	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
600	NUM	0	154	10	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
mil	NUM	0	154	11	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
reais	ADJ	0	154	12	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
a	ADP	0	154	13	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
clientes	NOUN	0	154	14	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
da	ADP	0	154	15	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
Caixa	PROPN	0	154	16	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
Econômica	PROPN	0	154	17	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
Federal	PROPN	0	154	18	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
de	ADP	0	154	19	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
Jaguarão	PROPN	1	154	20	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
RS	PROPN	0	154	21	Polícia Federal deflagra Operação Cash Delivery para apurar prejuízo de 600 mil reais a clientes da Caixa Econômica Federal de Jaguarão RS
PF	PROPN	1	155	0	PF prende traficante holandês procurado pela Interpol no Rio de Janeiro
prende	VERB	1	155	1	PF prende traficante holandês procurado pela Interpol no Rio de Janeiro
traficante	NOUN	1	155	2	PF prende traficante holandês procurado pela Interpol no Rio de Janeiro
holandês	ADJ	0	155	3	PF prende traficante holandês procurado pela Interpol no Rio de Janeiro
procurado	VERB	0	155	4	PF prende traficante holandês procurado pela Interpol no Rio de Janeiro
pela	ADP	0	155	5	PF prende traficante holandês procurado pela Interpol no Rio de Janeiro
Interpol	PROPN	1	155	6	PF prende traficante holandês procurado pela Interpol no Rio de Janeiro
no	ADP	0	155	7	PF prende traficante holandês procurado pela Interpol no Rio de Janeiro
Rio	PROPN	0	155	8	PF prende traficante holandês procurado pela Interpol no Rio de Janeiro
de	ADP	0	155	9	PF prende traficante holandês procurado pela Interpol no Rio de Janeiro
Janeiro	PROPN	0	155	10	PF prende traficante holandês procurado pela Interpol no Rio de Janeiro
PF	PROPN	1	156	0	PF combate divulgação de pornografia infantojuvenil pela internet
combate	VERB	0	156	1	PF combate divulgação de pornografia infantojuvenil pela internet
divulgação	NOUN	0	156	2	PF combate divulgação de pornografia infantojuvenil pela internet
de	ADP	0	156	3	PF combate divulgação de pornografia infantojuvenil pela internet
pornografia	NOUN	1	156	4	PF combate divulgação de pornografia infantojuvenil pela internet
infantojuvenil	ADJ	1	156	5	PF combate divulgação de pornografia infantojuvenil pela internet
pela	ADP	0	156	6	PF combate divulgação de pornografia infantojuvenil pela internet
internet	PROPN	0	156	7	PF combate divulgação de pornografia infantojuvenil pela internet
PF	PROPN	1	157	0	PF extradita da Espanha procurada pela Interpol
extradita	VERB	1	157	1	PF extradita da Espanha procurada pela Interpol
da	ADP	0	157	2	PF extradita da Espanha procurada pela Interpol
Espanha	PROPN	0	157	3	PF extradita da Espanha procurada pela Interpol
procurada	VERB	1	157	4	PF extradita da Espanha procurada pela Interpol
pela	ADP	0	157	5	PF extradita da Espanha procurada pela Interpol
Interpol	PROPN	1	157	6	PF extradita da Espanha procurada pela Interpol
PF	PROPN	1	158	0	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
investiga	VERB	1	158	1	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
desvio	NOUN	0	158	2	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
de	ADP	0	158	3	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
recursos	NOUN	0	158	4	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
públicos	ADJ	0	158	5	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
destinados	VERB	0	158	6	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
ao	ADP	0	158	7	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
custeio	NOUN	1	158	8	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
de	ADP	0	158	9	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
centros	NOUN	0	158	10	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
de	ADP	0	158	11	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
educação	NOUN	0	158	12	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
infantil	ADJ	0	158	13	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
e	CCONJ	0	158	14	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
creches	NOUN	1	158	15	PF investiga desvio de recursos públicos destinados ao custeio de centros de educação infantil e creches
Polícia	PROPN	0	159	0	Polícia Federal prende foragido da Justiça de Santa Catarina
Federal	PROPN	0	159	1	Polícia Federal prende foragido da Justiça de Santa Catarina
prende	VERB	1	159	2	Polícia Federal prende foragido da Justiça de Santa Catarina
foragido	NOUN	1	159	3	Polícia Federal prende foragido da Justiça de Santa Catarina
da	ADP	0	159	4	Polícia Federal prende foragido da Justiça de Santa Catarina
Justiça	PROPN	0	159	5	Polícia Federal prende foragido da Justiça de Santa Catarina
de	ADP	0	159	6	Polícia Federal prende foragido da Justiça de Santa Catarina
Santa	PROPN	0	159	7	Polícia Federal prende foragido da Justiça de Santa Catarina
Catarina	PROPN	0	159	8	Polícia Federal prende foragido da Justiça de Santa Catarina
PF	PROPN	1	160	0	PF remove líder de facção criminosa para presídio federal
remove	VERB	1	160	1	PF remove líder de facção criminosa para presídio federal
líder	NOUN	0	160	2	PF remove líder de facção criminosa para presídio federal
de	ADP	0	160	3	PF remove líder de facção criminosa para presídio federal
facção	NOUN	0	160	4	PF remove líder de facção criminosa para presídio federal
criminosa	ADJ	1	160	5	PF remove líder de facção criminosa para presídio federal
para	ADP	0	160	6	PF remove líder de facção criminosa para presídio federal
presídio	NOUN	1	160	7	PF remove líder de facção criminosa para presídio federal
federal	ADJ	0	160	8	PF remove líder de facção criminosa para presídio federal
PF	PROPN	1	161	0	PF prende suspeito de disseminação de pornografia infantil na internet
prende	VERB	1	161	1	PF prende suspeito de disseminação de pornografia infantil na internet
suspeito	NOUN	0	161	2	PF prende suspeito de disseminação de pornografia infantil na internet
de	ADP	0	161	3	PF prende suspeito de disseminação de pornografia infantil na internet
disseminação	NOUN	1	161	4	PF prende suspeito de disseminação de pornografia infantil na internet
de	ADP	0	161	5	PF prende suspeito de disseminação de pornografia infantil na internet
pornografia	NOUN	1	161	6	PF prende suspeito de disseminação de pornografia infantil na internet
infantil	ADJ	0	161	7	PF prende suspeito de disseminação de pornografia infantil na internet
na	ADP	0	161	8	PF prende suspeito de disseminação de pornografia infantil na internet
internet	PROPN	0	161	9	PF prende suspeito de disseminação de pornografia infantil na internet
Publicado	VERB	1	162	0	Publicado edital do concurso da Polícia Federal
edital	NOUN	1	162	1	Publicado edital do concurso da Polícia Federal
do	ADP	0	162	2	Publicado edital do concurso da Polícia Federal
concurso	NOUN	0	162	3	Publicado edital do concurso da Polícia Federal
da	ADP	0	162	4	Publicado edital do concurso da Polícia Federal
Polícia	PROPN	0	162	5	Publicado edital do concurso da Polícia Federal
Federal	PROPN	0	162	6	Publicado edital do concurso da Polícia Federal
PF	PROPN	1	163	0	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
,	PUNCT	0	163	1	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
em	ADP	0	163	2	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
ação	NOUN	0	163	3	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
conjunta	ADJ	0	163	4	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
com	ADP	0	163	5	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
a	DET	0	163	6	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
PRF	PROPN	1	163	7	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
,	PUNCT	0	163	8	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
apreendeu	VERB	1	163	9	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
grande	ADJ	0	163	10	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
quantidade	NOUN	0	163	11	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
de	ADP	0	163	12	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
cigarros	NOUN	1	163	13	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
no	ADP	0	163	14	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
Litoral	PROPN	1	163	15	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
Sul	PROPN	0	163	16	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
Potiguar	PROPN	1	163	17	PF , em ação conjunta com a PRF , apreendeu grande quantidade de cigarros no Litoral Sul Potiguar
PF	PROPN	1	164	0	PF prende por uso de documentos falsos
prende	VERB	1	164	1	PF prende por uso de documentos falsos
por	ADP	0	164	2	PF prende por uso de documentos falsos
uso	NOUN	0	164	3	PF prende por uso de documentos falsos
de	ADP	0	164	4	PF prende por uso de documentos falsos
documentos	NOUN	0	164	5	PF prende por uso de documentos falsos
falsos	ADJ	1	164	6	PF prende por uso de documentos falsos
PF	PROPN	1	165	0	PF , em ação conjunta , deflagrou a Operação Festa Branca em Rondônia
,	PUNCT	0	165	1	PF , em ação conjunta , deflagrou a Operação Festa Branca em Rondônia
em	ADP	0	165	2	PF , em ação conjunta , deflagrou a Operação Festa Branca em Rondônia
ação	NOUN	0	165	3	PF , em ação conjunta , deflagrou a Operação Festa Branca em Rondônia
conjunta	ADJ	0	165	4	PF , em ação conjunta , deflagrou a Operação Festa Branca em Rondônia
,	PUNCT	0	165	5	PF , em ação conjunta , deflagrou a Operação Festa Branca em Rondônia
deflagrou	VERB	1	165	6	PF , em ação conjunta , deflagrou a Operação Festa Branca em Rondônia
a	DET	0	165	7	PF , em ação conjunta , deflagrou a Operação Festa Branca em Rondônia
Operação	PROPN	0	165	8	PF , em ação conjunta , deflagrou a Operação Festa Branca em Rondônia
Festa	PROPN	0	165	9	PF , em ação conjunta , deflagrou a Operação Festa Branca em Rondônia
Branca	PROPN	0	165	10	PF , em ação conjunta , deflagrou a Operação Festa Branca em Rondônia
em	ADP	0	165	11	PF , em ação conjunta , deflagrou a Operação Festa Branca em Rondônia
Rondônia	PROPN	0	165	12	PF , em ação conjunta , deflagrou a Operação Festa Branca em Rondônia
PF	PROPN	1	166	0	PF desarticula grupo criminoso especializado em tráfico de drogas em Pernambuco
desarticula	VERB	1	166	1	PF desarticula grupo criminoso especializado em tráfico de drogas em Pernambuco
grupo	NOUN	0	166	2	PF desarticula grupo criminoso especializado em tráfico de drogas em Pernambuco
criminoso	ADJ	0	166	3	PF desarticula grupo criminoso especializado em tráfico de drogas em Pernambuco
especializado	VERB	0	166	4	PF desarticula grupo criminoso especializado em tráfico de drogas em Pernambuco
em	ADP	0	166	5	PF desarticula grupo criminoso especializado em tráfico de drogas em Pernambuco
tráfico	NOUN	0	166	6	PF desarticula grupo criminoso especializado em tráfico de drogas em Pernambuco
de	ADP	0	166	7	PF desarticula grupo criminoso especializado em tráfico de drogas em Pernambuco
drogas	NOUN	0	166	8	PF desarticula grupo criminoso especializado em tráfico de drogas em Pernambuco
em	ADP	0	166	9	PF desarticula grupo criminoso especializado em tráfico de drogas em Pernambuco
Pernambuco	PROPN	0	166	10	PF desarticula grupo criminoso especializado em tráfico de drogas em Pernambuco
PF	PROPN	1	167	0	PF prende por saques de benefícios fraudulentos do INSS
prende	VERB	1	167	1	PF prende por saques de benefícios fraudulentos do INSS
por	ADP	0	167	2	PF prende por saques de benefícios fraudulentos do INSS
saques	NOUN	1	167	3	PF prende por saques de benefícios fraudulentos do INSS
de	ADP	0	167	4	PF prende por saques de benefícios fraudulentos do INSS
benefícios	NOUN	0	167	5	PF prende por saques de benefícios fraudulentos do INSS
fraudulentos	ADJ	1	167	6	PF prende por saques de benefícios fraudulentos do INSS
do	ADP	0	167	7	PF prende por saques de benefícios fraudulentos do INSS
INSS	PROPN	1	167	8	PF prende por saques de benefícios fraudulentos do INSS
PF	PROPN	1	168	0	PF deflagra mais uma fase da Operação Pesadelo no Espirito Santo
deflagra	VERB	1	168	1	PF deflagra mais uma fase da Operação Pesadelo no Espirito Santo
mais	ADV	0	168	2	PF deflagra mais uma fase da Operação Pesadelo no Espirito Santo
uma	NUM	0	168	3	PF deflagra mais uma fase da Operação Pesadelo no Espirito Santo
fase	NOUN	0	168	4	PF deflagra mais uma fase da Operação Pesadelo no Espirito Santo
da	ADP	0	168	5	PF deflagra mais uma fase da Operação Pesadelo no Espirito Santo
Operação	PROPN	0	168	6	PF deflagra mais uma fase da Operação Pesadelo no Espirito Santo
Pesadelo	PROPN	1	168	7	PF deflagra mais uma fase da Operação Pesadelo no Espirito Santo
no	ADP	0	168	8	PF deflagra mais uma fase da Operação Pesadelo no Espirito Santo
Espirito	PROPN	1	168	9	PF deflagra mais uma fase da Operação Pesadelo no Espirito Santo
Santo	PROPN	0	168	10	PF deflagra mais uma fase da Operação Pesadelo no Espirito Santo
PF	PROPN	1	169	0	PF prende quatro pessoas por tráfico de drogas em Roraima
prende	VERB	1	169	1	PF prende quatro pessoas por tráfico de drogas em Roraima
quatro	NUM	0	169	2	PF prende quatro pessoas por tráfico de drogas em Roraima
pessoas	NOUN	0	169	3	PF prende quatro pessoas por tráfico de drogas em Roraima
por	ADP	0	169	4	PF prende quatro pessoas por tráfico de drogas em Roraima
tráfico	NOUN	0	169	5	PF prende quatro pessoas por tráfico de drogas em Roraima
de	ADP	0	169	6	PF prende quatro pessoas por tráfico de drogas em Roraima
drogas	NOUN	0	169	7	PF prende quatro pessoas por tráfico de drogas em Roraima
em	ADP	0	169	8	PF prende quatro pessoas por tráfico de drogas em Roraima
Roraima	PROPN	0	169	9	PF prende quatro pessoas por tráfico de drogas em Roraima
PF	PROPN	1	170	0	PF participa de visita a entidades estadunidenses responsáveis pelo combate ao tráfico de madeiras
participa	VERB	0	170	1	PF participa de visita a entidades estadunidenses responsáveis pelo combate ao tráfico de madeiras
de	ADP	0	170	2	PF participa de visita a entidades estadunidenses responsáveis pelo combate ao tráfico de madeiras
visita	NOUN	0	170	3	PF participa de visita a entidades estadunidenses responsáveis pelo combate ao tráfico de madeiras
a	ADP	0	170	4	PF participa de visita a entidades estadunidenses responsáveis pelo combate ao tráfico de madeiras
entidades	NOUN	0	170	5	PF participa de visita a entidades estadunidenses responsáveis pelo combate ao tráfico de madeiras
estadunidenses	ADJ	0	170	6	PF participa de visita a entidades estadunidenses responsáveis pelo combate ao tráfico de madeiras
responsáveis	ADJ	0	170	7	PF participa de visita a entidades estadunidenses responsáveis pelo combate ao tráfico de madeiras
pelo	ADP	0	170	8	PF participa de visita a entidades estadunidenses responsáveis pelo combate ao tráfico de madeiras
combate	NOUN	0	170	9	PF participa de visita a entidades estadunidenses responsáveis pelo combate ao tráfico de madeiras
ao	ADP	0	170	10	PF participa de visita a entidades estadunidenses responsáveis pelo combate ao tráfico de madeiras
tráfico	NOUN	0	170	11	PF participa de visita a entidades estadunidenses responsáveis pelo combate ao tráfico de madeiras
de	ADP	0	170	12	PF participa de visita a entidades estadunidenses responsáveis pelo combate ao tráfico de madeiras
madeiras	NOUN	1	170	13	PF participa de visita a entidades estadunidenses responsáveis pelo combate ao tráfico de madeiras
PF	PROPN	1	171	0	PF apreende embarcação preparada para o transporte de ilícitos
apreende	VERB	1	171	1	PF apreende embarcação preparada para o transporte de ilícitos
embarcação	NOUN	0	171	2	PF apreende embarcação preparada para o transporte de ilícitos
preparada	VERB	1	171	3	PF apreende embarcação preparada para o transporte de ilícitos
para	ADP	0	171	4	PF apreende embarcação preparada para o transporte de ilícitos
o	DET	0	171	5	PF apreende embarcação preparada para o transporte de ilícitos
transporte	NOUN	0	171	6	PF apreende embarcação preparada para o transporte de ilícitos
de	ADP	0	171	7	PF apreende embarcação preparada para o transporte de ilícitos
ilícitos	NOUN	1	171	8	PF apreende embarcação preparada para o transporte de ilícitos
OPERA	PROPN	1	172	0	OPERA O H RUS PF apreende aproximadamente 250 mil maços de cigarros contrabandeados no Paraná
O	DET	0	172	1	OPERA O H RUS PF apreende aproximadamente 250 mil maços de cigarros contrabandeados no Paraná
H	NOUN	0	172	2	OPERA O H RUS PF apreende aproximadamente 250 mil maços de cigarros contrabandeados no Paraná
RUS	PROPN	1	172	3	OPERA O H RUS PF apreende aproximadamente 250 mil maços de cigarros contrabandeados no Paraná
PF	PROPN	1	172	4	OPERA O H RUS PF apreende aproximadamente 250 mil maços de cigarros contrabandeados no Paraná
apreende	VERB	1	172	5	OPERA O H RUS PF apreende aproximadamente 250 mil maços de cigarros contrabandeados no Paraná
aproximadamente	ADV	0	172	6	OPERA O H RUS PF apreende aproximadamente 250 mil maços de cigarros contrabandeados no Paraná
250	NUM	0	172	7	OPERA O H RUS PF apreende aproximadamente 250 mil maços de cigarros contrabandeados no Paraná
mil	NUM	0	172	8	OPERA O H RUS PF apreende aproximadamente 250 mil maços de cigarros contrabandeados no Paraná
maços	NOUN	1	172	9	OPERA O H RUS PF apreende aproximadamente 250 mil maços de cigarros contrabandeados no Paraná
de	ADP	0	172	10	OPERA O H RUS PF apreende aproximadamente 250 mil maços de cigarros contrabandeados no Paraná
cigarros	NOUN	1	172	11	OPERA O H RUS PF apreende aproximadamente 250 mil maços de cigarros contrabandeados no Paraná
contrabandeados	VERB	1	172	12	OPERA O H RUS PF apreende aproximadamente 250 mil maços de cigarros contrabandeados no Paraná
no	ADP	0	172	13	OPERA O H RUS PF apreende aproximadamente 250 mil maços de cigarros contrabandeados no Paraná
Paraná	PROPN	0	172	14	OPERA O H RUS PF apreende aproximadamente 250 mil maços de cigarros contrabandeados no Paraná
PF	PROPN	1	173	0	PF deflagra operação Tantos no combate ao crime de compra de votos no Ceará
deflagra	VERB	1	173	1	PF deflagra operação Tantos no combate ao crime de compra de votos no Ceará
operação	NOUN	0	173	2	PF deflagra operação Tantos no combate ao crime de compra de votos no Ceará
Tantos	PRON	1	173	3	PF deflagra operação Tantos no combate ao crime de compra de votos no Ceará
no	ADP	0	173	4	PF deflagra operação Tantos no combate ao crime de compra de votos no Ceará
combate	NOUN	0	173	5	PF deflagra operação Tantos no combate ao crime de compra de votos no Ceará
ao	ADP	0	173	6	PF deflagra operação Tantos no combate ao crime de compra de votos no Ceará
crime	NOUN	0	173	7	PF deflagra operação Tantos no combate ao crime de compra de votos no Ceará
de	ADP	0	173	8	PF deflagra operação Tantos no combate ao crime de compra de votos no Ceará
compra	NOUN	0	173	9	PF deflagra operação Tantos no combate ao crime de compra de votos no Ceará
de	ADP	0	173	10	PF deflagra operação Tantos no combate ao crime de compra de votos no Ceará
votos	NOUN	0	173	11	PF deflagra operação Tantos no combate ao crime de compra de votos no Ceará
no	ADP	0	173	12	PF deflagra operação Tantos no combate ao crime de compra de votos no Ceará
Ceará	PROPN	0	173	13	PF deflagra operação Tantos no combate ao crime de compra de votos no Ceará
PF	PROPN	1	174	0	PF apreende uma tonelada de maconha no Paraná
apreende	VERB	1	174	1	PF apreende uma tonelada de maconha no Paraná
uma	DET	0	174	2	PF apreende uma tonelada de maconha no Paraná
tonelada	NOUN	1	174	3	PF apreende uma tonelada de maconha no Paraná
de	ADP	0	174	4	PF apreende uma tonelada de maconha no Paraná
maconha	NOUN	1	174	5	PF apreende uma tonelada de maconha no Paraná
no	ADP	0	174	6	PF apreende uma tonelada de maconha no Paraná
Paraná	PROPN	0	174	7	PF apreende uma tonelada de maconha no Paraná
PF	PROPN	1	175	0	PF cumpre mandado de prisão temporária de distribuidor de células falsas
cumpre	VERB	1	175	1	PF cumpre mandado de prisão temporária de distribuidor de células falsas
mandado	VERB	0	175	2	PF cumpre mandado de prisão temporária de distribuidor de células falsas
de	ADP	0	175	3	PF cumpre mandado de prisão temporária de distribuidor de células falsas
