id;ner_documento
272;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
273;[[0, [['PF', 'ORG', 0, 2]]]]
274;[[0, [['PF', 'ORG', 0, 2], ['BPFRON', 'MISC', 5, 11]]]]
275;[[0, [['PF', 'ORG', 0, 2], ['Acre', 'LOC', 35, 39]]]]
276;[[0, [['PF', 'ORG', 0, 2], ['Campo Grande', 'LOC', 33, 45]]]]
277;[[0, [['PF', 'ORG', 0, 2], ['Operação Veneza', 'MISC', 12, 27], ['São Paulo', 'LOC', 31, 40]]]]
278;[[0, [['PF', 'ORG', 0, 2], ['Pará', 'LOC', 32, 36]]]]
279;[[0, [['PF', 'ORG', 0, 2], ['BPFRON', 'MISC', 5, 11]]]]
280;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
281;[[0, [['PF', 'ORG', 0, 2], ['BPFRON', 'MISC', 5, 11]]]]
282;[[0, [['PF', 'ORG', 0, 2]]]]
283;[[0, [['PF', 'ORG', 0, 2], ['BPFRON', 'MISC', 5, 11]]]]
284;[[0, [['PF', 'ORG', 0, 2], ['BPFRON', 'MISC', 5, 11]]]]
285;[[0, [['PF', 'ORG', 0, 2], ['Araraquara', 'LOC', 75, 85]]]]
286;[[0, [['PF', 'ORG', 0, 2], ['Sorocaba', 'LOC', 52, 60]]]]
287;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
288;[[0, [['PF', 'ORG', 0, 2], ['Porto de Paranaguá', 'LOC', 41, 59]]]]
289;[[0, [['PF', 'ORG', 0, 2], ['Zona Norte', 'LOC', 44, 54], ['Rio de Janeiro', 'LOC', 58, 72]]]]
290;[[0, [['Polícia Federal', 'LOC', 0, 15]]], [1, []], [2, [['Operação Lava Jato', 'ORG', 8, 26]]], [3, [['Operação PSEUDEIA', 'MISC', 0, 17]]]]
291;[[0, [['PF', 'ORG', 0, 2], ['MT', 'LOC', 65, 67]]]]
292;[[0, [['PF', 'ORG', 0, 2]]]]
293;[[0, []]]
294;[[0, [['Polícia Federal', 'LOC', 0, 15]]], [1, [['Rio de Janeiro', 'LOC', 57, 71]]]]
295;[[0, [['PF', 'ORG', 0, 2], ['Campina Grande', 'LOC', 45, 59]]]]
296;[[0, [['PF', 'ORG', 0, 2], ['Sudoeste', 'LOC', 86, 94]]]]
297;[[0, [['PF', 'ORG', 0, 2]]]]
298;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Três Lagoas', 'LOC', 53, 64]]]]
299;[[0, [['PF', 'ORG', 0, 2], ['Força Integrada', 'MISC', 5, 20], ['Operação Fronteira', 'MISC', 31, 49]]], [1, [['Acre', 'LOC', 38, 42]]]]
300;[[0, [['PF', 'ORG', 0, 2]]]]
301;[[0, [['PF', 'ORG', 0, 2], ['Guaíra', 'LOC', 54, 60]]]]
302;[[0, [['PF', 'ORG', 0, 2]]]]
303;[[0, [['PF', 'ORG', 0, 2], ['BPFRON', 'MISC', 5, 11], ['Rio Iguaçu', 'LOC', 47, 57], ['Operação Hórus', 'ORG', 72, 86], ['Programa', 'ORG', 89, 97]]], [1, [['VIGIA', 'LOC', 0, 5]]]]
304;[[0, [['Operação Palha Grande', 'LOC', 0, 21], ['INSS', 'ORG', 62, 66]]]]
305;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Correios', 'MISC', 79, 87], ['Foz do Iguaçu', 'LOC', 91, 104]]]]
306;[[0, [['Operação Advenus', 'MISC', 0, 16], ['Acre', 'LOC', 65, 69]]]]
307;[[0, [['PF', 'ORG', 0, 2], ['Natal', 'LOC', 13, 18], ['Interpol', 'ORG', 44, 52]]]]
308;[[0, [['Operação Lux', 'ORG', 0, 12], ['Luziânia GO', 'LOC', 65, 76]]]]
309;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
310;[[0, [['PF', 'ORG', 0, 2], ['Receita', 'ORG', 5, 12]]]]
311;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Oiapoque', 'LOC', 45, 53]]]]
312;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
313;[[0, [['PF', 'ORG', 0, 2], ['STJ', 'LOC', 42, 45]]]]
314;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Estado do Rio Grande do Sul', 'LOC', 91, 118]]]]
315;[[0, [['PF', 'ORG', 0, 2], ['BPFRON', 'MISC', 5, 11]]]]
316;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Ponta Porã', 'LOC', 29, 39], ['Força Nacional', 'ORG', 84, 98]]]]
317;[[0, [['PF', 'ORG', 0, 2], ['Mato Grosso', 'LOC', 53, 64]]]]
318;[[0, [['PF', 'ORG', 0, 2], ['Operação Manzana', 'MISC', 12, 28], ['Pernambuco', 'LOC', 94, 104]]]]
319;[[0, [['PF', 'ORG', 0, 2], ['RN', 'LOC', 63, 65]]]]
320;[[0, [['PF', 'ORG', 0, 2], ['Rodovia', 'LOC', 32, 39]]], [1, [['Presidente Dutra', 'LOC', 0, 16]]]]
321;[[0, [['PF', 'ORG', 0, 2], ['Operação Dotted Roses', 'MISC', 14, 35]]]]
322;[[0, [['Polícia Federal', 'LOC', 0, 15], ['BPFRON', 'MISC', 18, 24]]]]
323;[[0, [['PF', 'ORG', 0, 2], ['Aeroporto de Fortaleza', 'LOC', 46, 68]]]]
324;[[0, [['PF', 'ORG', 0, 2], ['Mato Grosso', 'LOC', 54, 65]]]]
325;[[0, [['PF', 'ORG', 0, 2], ['Sergipe', 'LOC', 58, 65]]]]
326;[[0, [['PF', 'ORG', 0, 2], ['Nova Xavantina', 'LOC', 45, 59], ['MT', 'LOC', 60, 62]]]]
327;[[0, [['PF', 'ORG', 0, 2], ['Operação Argos', 'MISC', 12, 26], ['R', 'MISC', 96, 97], ['Pacaraima', 'LOC', 112, 121]]]]
328;[[0, [['PF', 'ORG', 0, 2], ['Brasil', 'LOC', 78, 84], ['Peru', 'LOC', 87, 91]]]]
329;[[0, [['PF', 'ORG', 0, 2], ['internet', 'MISC', 59, 67]]]]
330;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Ceará', 'LOC', 26, 31], ['Sistema Prisional do RN', 'ORG', 50, 73]]]]
331;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Amapá', 'LOC', 46, 51]]]]
332;[[0, [['PF', 'ORG', 0, 2], ['Acre', 'LOC', 41, 45]]]]
333;[[0, [['PF', 'ORG', 0, 2]]]]
334;[[0, [['PF', 'ORG', 0, 2], ['Oiapoque', 'LOC', 31, 39]]], [1, [['AP', 'MISC', 0, 2]]]]
335;[[0, [['PF', 'ORG', 0, 2]]], [1, [['Receita', 'ORG', 23, 30]]]]
336;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
337;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
338;[[0, [['PF', 'ORG', 0, 2]]]]
339;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Receita Federal', 'LOC', 18, 33], ['Uruguai', 'LOC', 84, 91]]]]
340;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação Caixa 38', 'MISC', 25, 42]]]]
341;[[0, [['Itaipulândia', 'LOC', 54, 66]]]]
342;[[0, [['BPFRON', 'MISC', 44, 50], ['Medianeira', 'LOC', 102, 112]]]]
343;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
344;[[0, [['PF', 'ORG', 0, 2]]]]
345;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Porto de Cabedelo', 'LOC', 47, 64]]]]
346;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Paraguai', 'LOC', 69, 77]]]]
347;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Ministério da Saúde', 'LOC', 100, 119]]]]
348;[[0, [['Santa Helena', 'LOC', 74, 86]]]]
349;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação', 'MISC', 25, 33]]], [1, [['Ianomâmi', 'PER', 0, 8]]], [2, [['Roraima', 'LOC', 20, 27]]]]
350;[[0, [['PF', 'ORG', 0, 2], ['Brasil', 'LOC', 13, 19], ['Paraguai', 'LOC', 57, 65]]]]
351;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Estados', 'LOC', 81, 88]]]]
352;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação Trigger VI', 'MISC', 29, 48], ['INTERPOL', 'ORG', 64, 72]]]]
353;[[0, [['PF', 'ORG', 0, 2], ['BPFRON', 'MISC', 5, 11]]], [1, [['PMPR', 'ORG', 0, 4]]]]
354;[[0, [['PF', 'ORG', 0, 2], ['Covid', 'LOC', 59, 64]]]]
355;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
356;[[0, [['PF', 'ORG', 0, 2], ['Porto de Santos', 'LOC', 22, 37]]]]
357;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação Denarius', 'MISC', 41, 58]]]]
358;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
359;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Missal', 'LOC', 47, 53]]]]
360;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
361;[[0, [['PF', 'ORG', 0, 2], ['BPFRON', 'MISC', 5, 11], ['Guaíra', 'LOC', 63, 69]]]]
362;[[0, [['PF', 'ORG', 0, 2], ['Caixa Econômica Federal', 'ORG', 32, 55]]]]
363;[[0, [['PF', 'ORG', 0, 2], ['Polícia Militar', 'LOC', 19, 34]]]]
364;[[0, [['PF', 'ORG', 0, 2], ['Operação Anóxia', 'LOC', 12, 27]]]]
365;[[0, [['PF', 'ORG', 0, 2], ['Aeroporto Internacional de São Paulo', 'LOC', 31, 67]]]]
366;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Fundo Eleitoral', 'LOC', 48, 63], ['Amapá', 'LOC', 67, 72]]]]
367;[[0, [['Foragido da Justiça', 'LOC', 0, 19], ['Rio Grande do Sul', 'LOC', 23, 40]]], [1, [['Uruguai', 'LOC', 17, 24], ['Brasil', 'LOC', 32, 38]]]]
368;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
369;[[0, [['PF', 'ORG', 0, 2], ['Mato Grosso', 'LOC', 27, 38]]]]
370;[[0, [['PF', 'ORG', 0, 2]]]]
371;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Auxílio Emergencial', 'MISC', 59, 78], ['Mato Grosso', 'LOC', 106, 117], ['Estados', 'LOC', 133, 140]]]]
372;[[0, [['PF', 'ORG', 0, 2]]]]
373;[[0, [['PF', 'ORG', 0, 2], ['R', 'MISC', 20, 21], ['Brasil', 'LOC', 45, 51], ['Bolívia', 'LOC', 58, 65]]]]
374;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Porto de Santos SP', 'LOC', 44, 62]]]]
375;[[0, [['PF', 'ORG', 0, 2], ['Operação Constantino', 'MISC', 12, 32], ['União', 'LOC', 83, 88], ['Amazonas', 'LOC', 92, 100]]]]
376;[[0, [['PF', 'LOC', 0, 2], ['Cariri', 'LOC', 32, 38]]]]
377;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Bahia', 'LOC', 69, 74]]]]
378;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação Quinino', 'MISC', 43, 59]]]]
379;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Amapá', 'LOC', 53, 58]]]]
380;[[0, [['PF', 'ORG', 0, 2], ['Caixa Econômica Federal', 'ORG', 27, 50], ['Chapecó', 'LOC', 54, 61]]]]
381;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Recife', 'LOC', 68, 74]]]]
382;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
383;[[0, [['PF', 'ORG', 0, 2], ['Receita', 'ORG', 5, 12]]]]
384;[[0, [['PF', 'ORG', 0, 2], ['Operação Athoótita', 'ORG', 14, 32]]]]
385;[[0, [['PF', 'ORG', 0, 2]]]]
386;[[0, [['PF', 'ORG', 0, 2], ['Pau dos Ferros', 'LOC', 13, 27], ['Rio Grande do Norte', 'LOC', 69, 88]]]]
387;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Porto de Santos SP', 'LOC', 46, 64]]]]
388;[[0, [['PF', 'ORG', 0, 2], ['BPFRON', 'MISC', 5, 11]]]]
389;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Porto de Santos SP', 'LOC', 76, 94]]]]
390;[[0, [['Polícia Federal', 'LOC', 0, 15], ['INTERPOL', 'ORG', 67, 75]]]]
391;[[0, [['PF', 'ORG', 0, 2], ['Operação Aversa', 'MISC', 28, 43], ['Campo Grande', 'LOC', 74, 86]]]]
392;[[0, [['Polícia Federal', 'LOC', 0, 15], ['R', 'MISC', 34, 35], ['Uruguai', 'LOC', 63, 70]]]]
393;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Uruguai', 'LOC', 63, 70]]]]
394;[[0, [['Operação Recôndito', 'MISC', 0, 18], ['Coronavírus', 'LOC', 87, 98]]]]
395;[[0, [['PF', 'ORG', 0, 2], ['internet', 'MISC', 111, 119]]]]
396;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Correios no Amapá', 'MISC', 41, 58]]]]
397;[[0, [['PF', 'ORG', 0, 2], ['Rio de Janeiro', 'LOC', 73, 87]]]]
398;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
399;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Bolívia', 'LOC', 57, 64]]]]
400;[[0, [['Polícia Federal', 'LOC', 2, 17], ['Operação Mitra', 'LOC', 27, 41], ['Acre', 'LOC', 90, 94]]]]
401;[[0, [['PF', 'ORG', 0, 2], ['Operação Apacheta', 'MISC', 12, 29], ['Maranhão', 'LOC', 33, 41]]]]
402;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Valparaíso de Goiás', 'LOC', 42, 61]]], [1, [['GO', 'LOC', 0, 2]]]]
403;[[0, [['PF', 'ORG', 0, 2]]]]
404;[[0, [['PF', 'ORG', 0, 2], ['BPFRON', 'MISC', 5, 11]]]]
405;[[0, [['PF', 'ORG', 0, 2]]]]
406;[[0, [['COPE', 'ORG', 26, 30], ['BPFRON', 'PER', 46, 52]]], [1, [['Itaipulândia', 'LOC', 62, 74]]]]
407;[[0, [['PF', 'ORG', 0, 2]]], [1, [['Receita', 'ORG', 23, 30]]]]
408;[[0, [['Polícia Federal', 'LOC', 0, 15], ['APPA', 'ORG', 18, 22], ['Porto de Paranaguá', 'LOC', 58, 76]]]]
409;[[0, [['PF', 'ORG', 0, 2], ['União', 'LOC', 104, 109]]]]
410;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
411;[[0, [['PF', 'ORG', 0, 2]]]]
412;[[0, [['UBERABA', 'LOC', 8, 15], ['PMMT', 'MISC', 24, 28], ['COD', 'ORG', 31, 34], ['PM GO', 'ORG', 37, 42]]]]
413;[[0, [['Polícia Federal', 'LOC', 2, 17], ['Ponta Porã MS', 'LOC', 53, 66]]]]
414;[[0, [['PF', 'ORG', 0, 2]]]]
415;[[0, [['PF', 'ORG', 0, 2]]]]
416;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Amazonas', 'LOC', 73, 81]]]]
417;[[0, [['PF', 'ORG', 0, 2], ['Manaus', 'LOC', 53, 59]]]]
418;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
419;[[0, [['PF', 'ORG', 0, 2], ['Operação Expresso', 'ORG', 15, 32]]]]
420;[[0, [['PF', 'ORG', 0, 2], ['Operação Aversa', 'MISC', 28, 43], ['Campo Grande', 'LOC', 74, 86]]]]
421;[[0, [['Polícia Federal', 'LOC', 0, 15], ['R', 'MISC', 33, 34]]]]
422;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Campinas', 'LOC', 39, 47]]]]
423;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação', 'MISC', 25, 33]]], [1, []], [2, []]]
424;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Serra Gaúcha', 'LOC', 71, 83]]]]
425;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação Enterprise', 'MISC', 72, 91]]]]
426;[[0, [['Operação Estoque', 'MISC', 0, 16]]], [1, [['Zero', 'PER', 0, 4]]], [2, [['Covid', 'PER', 86, 91]]], [3, []]]
427;[[0, [['PF', 'ORG', 0, 2], ['DF', 'LOC', 76, 78]]]]
428;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação', 'MISC', 25, 33]]], [1, []], [2, [['Rio de Janeiro', 'LOC', 94, 108]]]]
429;[[0, [['Operação Escambo', 'LOC', 0, 16], ['Rondônia', 'LOC', 99, 107]]]]
430;[[0, [['PF', 'ORG', 0, 2], ['Operação Olho da Providência', 'MISC', 12, 40], ['Acre', 'LOC', 101, 105]]]]
431;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Amapá', 'LOC', 55, 60]]]]
432;[[0, [['PF', 'ORG', 0, 2], ['Ponta Porã MS', 'LOC', 59, 72]]]]
433;[[0, [['PF', 'ORG', 0, 2], ['frica do Sul', 'LOC', 48, 60]]]]
434;[[0, [['PF', 'ORG', 0, 2], ['UFRN', 'LOC', 30, 34], ['Natal', 'MISC', 64, 69]]]]
435;[[0, [['Operação Cara Grande', 'MISC', 0, 20]]]]
436;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Aeroporto Internacional dos Guararapes', 'LOC', 42, 80], ['Pernambuco', 'LOC', 85, 95]]]]
437;[[0, [['PF', 'ORG', 0, 2]]]]
438;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
439;[[0, [['Polícia Federal', 'LOC', 0, 15], ['IBAMA', 'LOC', 33, 38], ['Ponta Porã MS', 'LOC', 101, 114]]]]
440;[[0, [['PF', 'ORG', 0, 2], ['Pará', 'LOC', 62, 66]]]]
441;[[0, [['Polícia Federal', 'LOC', 0, 15], ['internet', 'MISC', 56, 64]]], [1, []]]
442;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação Shalom', 'MISC', 25, 40]]]]
443;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação Nocivum', 'MISC', 27, 43], ['Bahia', 'LOC', 91, 96]]]]
444;[[0, [['PF', 'ORG', 0, 2], ['Receita Federal', 'LOC', 17, 32], ['Ibama', 'LOC', 37, 42], ['Marinha', 'ORG', 48, 55], ['Belém', 'LOC', 90, 95]]]]
445;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação Enterprise', 'MISC', 35, 54]]]]
446;[[0, [['PF', 'ORG', 0, 2], ['Operação', 'MISC', 12, 20]]], [1, []]]
447;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Kindergarten', 'MISC', 34, 46]]]]
448;[[0, [['PF', 'ORG', 0, 2], ['Operação Onda', 'MISC', 12, 25]]], [1, [['Rio de Janeiro', 'LOC', 9, 23]]]]
449;[[0, [['PF', 'ORG', 0, 2], ['Operação Integração II', 'MISC', 14, 36]]]]
450;[[0, [['PF', 'ORG', 0, 2], ['Operação', 'MISC', 12, 20]]], [1, []], [2, [['Fino', 'LOC', 0, 4]]], [3, [['Rio de Janeiro', 'LOC', 3, 17]]]]
451;[[0, []]]
452;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Exército', 'ORG', 40, 48], ['Mato Grosso', 'LOC', 71, 82]]]]
453;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Aeroporto de Rio Branco', 'LOC', 55, 78]]]]
454;[[0, [['PF', 'LOC', 0, 2]]]]
455;[[0, [['PF', 'ORG', 0, 2]]]]
456;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
457;[[0, [['PF', 'ORG', 0, 2], ['Operação Sagres', 'MISC', 12, 27], ['Rio de Janeiro', 'LOC', 31, 45]]]]
458;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Ceará', 'LOC', 64, 69]]]]
459;[[0, [['PF', 'ORG', 0, 2], ['Operação Pedágio', 'MISC', 31, 47]]]]
460;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Auxílio Emergencial', 'MISC', 58, 77], ['Bahia', 'LOC', 81, 86]]]]
461;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Minas Gerais', 'LOC', 101, 113]]]]
462;[[0, [['PF', 'ORG', 0, 2], ['BPFRON', 'MISC', 5, 11]]]]
463;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação Fusarium I', 'MISC', 24, 43]]]]
464;[[0, [['PF', 'ORG', 0, 2]]]]
465;[[0, [['PF', 'ORG', 0, 2], ['Receita', 'ORG', 5, 12], ['Aeroporto Internacional de São Paulo', 'LOC', 74, 110]]]]
466;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação Egypto', 'ORG', 39, 54]]], [1, []]]
467;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação', 'MISC', 25, 33]]], [1, [['Uruguai', 'LOC', 61, 68]]]]
468;[[0, [['PF', 'ORG', 0, 2], ['Exército Brasileiro', 'ORG', 5, 24]]]]
469;[[0, [['Polícia Federal', 'LOC', 0, 15], ['STF', 'LOC', 55, 58]]]]
470;[[0, [['PF', 'ORG', 0, 2], ['São José do Rio Preto SP', 'LOC', 41, 65]]]]
471;[[0, [['PF', 'ORG', 0, 2]]]]
472;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação Investor', 'MISC', 25, 42], ['Rondônia', 'LOC', 111, 119]]]]
473;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação', 'MISC', 25, 33]]], [1, []], [2, [['Prefeitura Municipal de Rio Branco', 'LOC', 46, 80]]], [3, [['MT', 'LOC', 0, 2]]]]
474;[[0, [['PF', 'ORG', 0, 2], ['Acre', 'LOC', 55, 59]]]]
475;[[0, [['PF', 'ORG', 0, 2], ['Vilhena', 'LOC', 35, 42]]]]
476;[[0, [['PF', 'ORG', 0, 2], ['Mato Grosso', 'LOC', 69, 80]]]]
477;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Instituto Médico Legal', 'LOC', 18, 40], ['Alagoas', 'LOC', 44, 51]]]]
478;[[0, [['PF', 'ORG', 0, 2], ['Operação', 'MISC', 12, 20]]], [1, [['internet', 'MISC', 69, 77]]]]
479;[[0, [['PF', 'ORG', 0, 2], ['Passo Fundo', 'LOC', 60, 71], ['Erechim', 'LOC', 74, 81]]]]
480;[[0, [['PF', 'ORG', 0, 2], ['Amapá', 'LOC', 76, 81]]]]
481;[[0, [['PF', 'ORG', 0, 2], ['Mato Grosso', 'LOC', 33, 44]]]]
482;[[0, [['PF', 'ORG', 0, 2]]]]
483;[[0, [['PF', 'ORG', 0, 2], ['Correios', 'LOC', 32, 40], ['Petrolina', 'LOC', 44, 53]]]]
484;[[0, [['PF', 'ORG', 0, 2], ['Correios', 'MISC', 55, 63]]]]
485;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Uruguai', 'LOC', 61, 68]]]]
486;[[0, [['PF', 'ORG', 0, 2], ['Itaipulândia', 'LOC', 79, 91]]]]
487;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Mato Grosso', 'LOC', 62, 73], ['São Paulo', 'LOC', 79, 88]]]]
488;[[0, [['PF', 'ORG', 0, 2], ['Santa Cruz do Capibaribe', 'LOC', 51, 75]]]]
489;[[0, [['Polícia Federal', 'LOC', 0, 15], ['RN', 'LOC', 78, 80]]]]
490;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Interpol', 'ORG', 53, 61], ['México', 'LOC', 89, 95]]]]
491;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Porto do Açu', 'LOC', 32, 44], ['Campos dos Goytacazes', 'LOC', 49, 70]]]]
492;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Operação', 'MISC', 25, 33], ['Amapá', 'LOC', 107, 112]]]]
493;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Equipamentos de Proteção Individual - EPIs', 'MISC', 47, 89], ['Acre', 'LOC', 93, 97]]]]
494;[[0, [['PF', 'ORG', 0, 2], ['Justiça', 'ORG', 105, 112]]]]
495;[[0, [['Polícia Federal', 'LOC', 0, 15]]]]
496;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Valparaíso de Goiás', 'LOC', 42, 61]]]]
497;[[0, [['Polícia Federal', 'LOC', 0, 15], ['Receita Federal', 'LOC', 17, 32], ['IBAMA', 'LOC', 35, 40], ['Porto de Paranaguá', 'LOC', 67, 85]]]]
498;[[0, [['PF', 'ORG', 0, 2], ['Cordovil', 'LOC', 30, 38]]]]
499;[[0, [['PF', 'ORG', 0, 2], ['Rondônia', 'LOC', 85, 93]]]]
500;[[0, [['PF', 'ORG', 0, 2]]]]
