id;pos_documento
130;[[['PF', 'combate', 'crime', 'eleitoral', 'no', 'Acre'], ['PROPN', 'VERB', 'NOUN', 'ADJ', 'ADP', 'PROPN'], ['combate'], ['PF', 'combater', 'crime', 'eleitoral', 'em o', 'Acre']]]
131;[[['Polícia', 'Federal', 'deflagra', 'Operação', 'Raposo', 'para', 'investigar', 'furtos', 'de', 'dispositivos', 'eletrônicos', 'em', 'rgão', 'público', 'paranaense'], ['PROPN', 'PROPN', 'VERB', 'PROPN', 'PROPN', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'ADJ'], ['deflagra', 'investigar'], ['Polícia', 'Federal', 'deflagrar', 'Operação', 'Raposo', 'para', 'investigar', 'furto', 'de', 'dispositivo', 'eletrônico', 'em', 'rgão', 'público', 'paranaense']]]
132;[[['PF', 'combate', 'desvios', 'de', 'recursos', 'públicos', 'destinados', 'ao', 'combate', 'à', 'Covid', '-', '19', 'no', 'Piauí'], ['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PUNCT', 'NUM', 'ADP', 'PROPN'], ['combate', 'destinados'], ['PF', 'combater', 'desvio', 'de', 'recurso', 'público', 'destinar', 'a o', 'combate', 'a o', 'Covid', '-', '19', 'em o', 'Piauí']]]
133;[[['PF', 'prende', '2', 'pessoas', 'identificadas', 'pela', 'receita', 'com', 'droga', 'dentro', 'de', 'embalagens', 'de', 'café', 'e', 'remédios'], ['PROPN', 'VERB', 'NUM', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADP', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN'], ['prende', 'identificadas'], ['PF', 'prender', '2', 'pessoa', 'identificar', 'por o', 'receita', 'com', 'droga', 'dentro', 'de', 'embalagem', 'de', 'café', 'e', 'remédio']]]
134;[[['Polícia', 'Federal', 'cumpre', 'mandado', 'de', 'prisão', 'em', 'desfavor', 'de', 'ex'], ['PROPN', 'PROPN', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PUNCT'], ['cumpre mandado'], ['Polícia', 'Federal', 'cumprir', 'mandar', 'de', 'prisão', 'em', 'desfavor', 'de', 'ex']], [['-', 'prefeito', 'municipal', 'de', 'cidade', 'vizinha'], ['PUNCT', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ'], [], ['-', 'prefeito', 'municipal', 'de', 'cidade', 'vizinho']]]
135;[[['PF', 'prende', 'em', 'flagrante', 'por', 'estelionato', 'homem', 'condenado', 'por', 'divulgar', 'pornografia', 'infantil'], ['PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'VERB', 'SCONJ', 'VERB', 'NOUN', 'ADJ'], ['prende', 'condenado', 'divulgar'], ['PF', 'prender', 'em', 'flagrante', 'por', 'estelionato', 'homem', 'condenar', 'por', 'divulgar', 'pornografia', 'infantil']]]
136;[[['PF', 'prende', ',', 'no', 'Rio', 'Grande', 'do', 'Norte', ',', 'procurado', 'pela', 'Justiça', 'de', 'Goiás'], ['PROPN', 'VERB', 'PUNCT', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'VERB', 'ADP', 'PROPN', 'ADP', 'PROPN'], ['prende', 'procurado'], ['PF', 'prender', ',', 'em o', 'Rio', 'Grande', 'de o', 'Norte', ',', 'procurar', 'por o', 'justiça', 'de', 'Goiás']]]
137;[[['PF', 'apreende', '100', 'kg', 'de', 'cocaína', 'no', 'Mato', 'Grosso'], ['PROPN', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN'], ['apreende'], ['PF', 'apreender', '100', 'kg', 'de', 'cocaína', 'em o', 'Mato', 'Grosso']]]
138;[[['PF', ',', 'em', 'ação', 'conjunta', ',', 'apreende', 'cocaína', 'no', 'Rio', 'Juruá'], ['PROPN', 'PUNCT', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN'], ['apreende'], ['PF', ',', 'em', 'ação', 'conjunto', ',', 'apreender', 'cocaína', 'em o', 'Rio', 'Juruá']]]
139;[[['Polícia', 'Federal', 'desarticula', 'grupo', 'criminoso', 'responsável', 'por', 'fraudes', 'na', 'concessão', 'de', 'Benefícios', 'Previdenciários'], ['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'PROPN'], ['desarticula'], ['Polícia', 'Federal', 'desarticular', 'grupo', 'criminoso', 'responsável', 'por', 'fraude', 'em o', 'concessão', 'de', 'Benefícios', 'previdenciário']]]
140;[[['Polícia', 'Federal', 'combate', 'garimpo', 'na', 'Terra', 'Indígena', 'Yanomami', '.'], ['PROPN', 'PROPN', 'VERB', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'PUNCT'], ['combate'], ['Polícia', 'Federal', 'combatir', 'garimpo', 'em o', 'Terra', 'Indígena', 'Yanomami', '.']]]
141;[[['PF', 'prende', ',', 'no', 'Rio', 'de', 'Janeiro', ',', 'solicitante', 'de', 'passaporte', 'foragido', 'desde', '2011'], ['PROPN', 'VERB', 'PUNCT', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NUM'], ['prende'], ['PF', 'prender', ',', 'em o', 'Rio', 'de', 'Janeiro', ',', 'solicitante', 'de', 'passaporte', 'foragido', 'desde', '2011']]]
142;[[['Policiais', 'apreendem', 'essências', 'de', 'narguilé', 'e', 'cigarros', 'eletrônicos', 'na', 'região', 'da', 'Vila', 'Portes', ',', 'em', 'Foz', 'do', 'Iguaçu', 'PR'], ['NOUN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PROPN'], ['apreendem'], ['policial', 'apreender', 'essência', 'de', 'narguilé', 'e', 'cigarro', 'eletrônico', 'em o', 'região', 'de o', 'Vila', 'porte', ',', 'em', 'Foz', 'de o', 'Iguaçu', 'PR']]]
143;[[['Ação', 'integrada', 'de', 'órgãos', 'federais', 'divulga', 'resultados', 'da', 'Operação', 'Resgate', 'nesta', 'quinta', '-', 'feira'], ['NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'NOUN', 'PUNCT', 'NOUN'], ['integrada', 'divulga'], ['ação', 'integrar', 'de', 'órgão', 'federal', 'divulgar', 'resultado', 'de o', 'Operação', 'resgate', 'em este', 'quinta', '-', 'feira']]]
144;[[['Policiais', 'cumprem', 'mandado', 'de', 'prisão', 'na', 'Ponte', 'da', 'Amizade'], ['NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN'], ['cumprem mandado'], ['policial', 'cumprem', 'mandar', 'de', 'prisão', 'em o', 'Ponte', 'de o', 'Amizade']]]
145;[[['PF', 'combate', 'crime', 'de', 'moeda', 'falsa', 'no', 'Rio', 'Grande', 'do', 'Norte'], ['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN'], ['combate'], ['PF', 'combatir', 'crime', 'de', 'moeda', 'falso', 'em o', 'Rio', 'Grande', 'de o', 'Norte']]]
146;[[['PF', 'deflagra', 'a', 'segunda', 'fase', 'da', 'Operação', 'Alcatraz', ',', 'denominada'], ['PROPN', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'VERB'], ['deflagra', 'denominada'], ['PF', 'deflagrar', 'o', 'segundo', 'fase', 'de o', 'Operação', 'Alcatraz', ',', 'denominar']], [['Hemorragia'], ['NOUN'], [], ['Hemorragia']]]
147;[[['PF', ',', 'em', 'ação', 'integrada', ',', 'realiza', 'nova', 'apreensão', 'de', 'agrotóxicos'], ['PROPN', 'PUNCT', 'ADP', 'NOUN', 'VERB', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN'], ['integrada', 'realiza'], ['PF', ',', 'em', 'ação', 'integrar', ',', 'realizar', 'novo', 'apreensão', 'de', 'agrotóxico']]]
148;[[['PF', 'e', 'PM', 'apreendem', '450', 'kg', 'de', 'agrotóxicos', 'em', 'Guaíra', 'PR'], ['PROPN', 'CCONJ', 'PROPN', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN'], ['apreendem'], ['PF', 'e', 'PM', 'apreender', '450', 'kg', 'de', 'agrotóxico', 'em', 'Guaíra', 'PR']]]
149;[[['PF', 'apreende', 'quase', '8', 'kg', 'de', 'cocaína', 'em', 'São', 'Paulo'], ['PROPN', 'VERB', 'ADV', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN'], ['apreende'], ['PF', 'apreender', 'quase', '8', 'kg', 'de', 'cocaína', 'em', 'São', 'Paulo']]]
150;[[['Polícia', 'Federal', 'e', 'Receita', 'Federal', 'apreendem', '435', 'mil', 'reais', 'na', 'fronteira', 'com', 'o', 'Uruguai'], ['PROPN', 'PROPN', 'CCONJ', 'PROPN', 'PROPN', 'VERB', 'NUM', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'PROPN'], ['apreendem'], ['Polícia', 'Federal', 'e', 'Receita', 'Federal', 'apreender', '435', 'mil', 'real', 'em o', 'fronteira', 'com', 'o', 'Uruguai']]]
151;[[['Polícia', 'Federal', 'realiza', 'prisão', 'de', 'destinatário', 'de', 'drogas', 'pelos', 'Correios'], ['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'], ['realiza'], ['Polícia', 'Federal', 'realizar', 'prisão', 'de', 'destinatário', 'de', 'droga', 'por o', 'correio']]]
152;[[['PF', 'combate', 'extração', 'ilegal', 'de', 'minério', 'de', 'ouro', 'no', 'Pará'], ['PROPN', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN'], ['combate'], ['PF', 'combatir', 'extração', 'ilegal', 'de', 'minério', 'de', 'ouro', 'em o', 'Pará']]]
153;[[['PF', ','], ['PROPN', 'PUNCT'], [], ['PF', ',']], [['no', 'âmbito', 'da', 'Operação', 'Hórus', ',', 'apreende', 'mais', 'um', 'carregamento', 'de', 'maconha'], ['ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'VERB', 'ADV', 'NUM', 'NOUN', 'ADP', 'NOUN'], ['apreende'], ['em o', 'âmbito', 'de o', 'Operação', 'Hórus', ',', 'apreender', 'mais', 'um', 'carregamento', 'de', 'Maconha']]]
154;[[['Polícia', 'Federal', 'deflagra', 'Operação', 'Cash', 'Delivery', 'para', 'apurar', 'prejuízo', 'de', '600', 'mil', 'reais', 'a', 'clientes', 'da', 'Caixa', 'Econômica', 'Federal', 'de', 'Jaguarão', 'RS'], ['PROPN', 'PROPN', 'VERB', 'NOUN', 'PROPN', 'PROPN', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NUM', 'NUM', 'ADJ', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN'], ['deflagra', 'apurar'], ['Polícia', 'Federal', 'deflagrar', 'Operação', 'Cash', 'Delivery', 'para', 'apurar', 'prejuízo', 'de', '600', 'mil', 'real', 'a', 'cliente', 'de o', 'Caixa', 'Econômica', 'Federal', 'de', 'Jaguarão', 'RS']]]
155;[[['PF', 'prende', 'traficante', 'holandês', 'procurado', 'pela', 'Interpol', 'no', 'Rio', 'de', 'Janeiro'], ['PROPN', 'VERB', 'NOUN', 'ADJ', 'VERB', 'ADP', 'PROPN', 'ADP', 'PROPN', 'ADP', 'PROPN'], ['prende', 'procurado'], ['PF', 'prender', 'traficante', 'holandês', 'procurar', 'por o', 'Interpol', 'em o', 'Rio', 'de', 'Janeiro']]]
156;[[['PF', 'combate', 'divulgação', 'de', 'pornografia', 'infantojuvenil', 'pela', 'internet'], ['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN'], ['combate'], ['PF', 'combatir', 'divulgação', 'de', 'pornografia', 'infantojuvenil', 'por o', 'Internet']]]
157;[[['PF', 'extradita', 'da', 'Espanha', 'procurada', 'pela', 'Interpol'], ['PROPN', 'VERB', 'ADP', 'PROPN', 'VERB', 'ADP', 'PROPN'], ['extradita', 'procurada'], ['PF', 'extraditar', 'de o', 'Espanha', 'procurar', 'por o', 'Interpol']]]
158;[[['PF', 'investiga', 'desvio', 'de', 'recursos', 'públicos', 'destinados', 'ao', 'custeio', 'de', 'centros', 'de', 'educação', 'infantil', 'e', 'creches'], ['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'CCONJ', 'NOUN'], ['investiga', 'destinados'], ['PF', 'investigar', 'desvio', 'de', 'recurso', 'público', 'destinar', 'a o', 'custeio', 'de', 'centro', 'de', 'educação', 'infantil', 'e', 'creche']]]
159;[[['Polícia', 'Federal', 'prende', 'foragido', 'da', 'Justiça', 'de', 'Santa', 'Catarina'], ['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PROPN'], ['prende'], ['Polícia', 'Federal', 'prender', 'foragido', 'de o', 'justiça', 'de', 'Santa', 'Catarina']]]
160;[[['PF', 'remove', 'líder', 'de', 'facção', 'criminosa', 'para', 'presídio', 'federal'], ['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ'], ['remove'], ['PF', 'remover', 'líder', 'de', 'facção', 'criminoso', 'para', 'presídio', 'federal']]]
161;[[['PF', 'prende', 'suspeito', 'de', 'disseminação', 'de', 'pornografia', 'infantil', 'na', 'internet'], ['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN'], ['prende'], ['PF', 'prender', 'suspeito', 'de', 'disseminação', 'de', 'pornografia', 'infantil', 'em o', 'Internet']]]
162;[[['Publicado', 'edital', 'do', 'concurso', 'da', 'Polícia', 'Federal'], ['VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN'], ['Publicado'], ['publicado', 'edital', 'de o', 'concurso', 'de o', 'Polícia', 'Federal']]]
163;[[['PF', ',', 'em', 'ação', 'conjunta', 'com', 'a', 'PRF', ',', 'apreendeu', 'grande', 'quantidade', 'de', 'cigarros', 'no', 'Litoral', 'Sul'], ['PROPN', 'PUNCT', 'ADP', 'NOUN', 'ADJ', 'ADP', 'DET', 'PROPN', 'PUNCT', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN'], ['apreendeu'], ['PF', ',', 'em', 'ação', 'conjunto', 'com', 'o', 'PRF', ',', 'apreender', 'grande', 'quantidade', 'de', 'cigarro', 'em o', 'Litoral', 'Sul']], [['Potiguar'], ['PROPN'], [], ['potiguar']]]
164;[[['PF', 'prende', 'por', 'uso', 'de', 'documentos', 'falsos'], ['PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ'], ['prende'], ['PF', 'prender', 'por', 'uso', 'de', 'documento', 'falso']]]
165;[[['PF', ',', 'em', 'ação', 'conjunta', ',', 'deflagrou', 'a', 'Operação', 'Festa', 'Branca', 'em', 'Rondônia'], ['PROPN', 'PUNCT', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'DET', 'PROPN', 'PROPN', 'PROPN', 'ADP', 'PROPN'], ['deflagrou'], ['PF', ',', 'em', 'ação', 'conjunto', ',', 'deflagrar', 'o', 'Operação', 'Festa', 'Branca', 'em', 'Rondônia']]]
166;[[['PF', 'desarticula', 'grupo', 'criminoso', 'especializado', 'em', 'tráfico', 'de', 'drogas', 'em', 'Pernambuco'], ['PROPN', 'VERB', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN'], ['desarticula', 'especializado'], ['PF', 'desarticular', 'grupo', 'criminoso', 'especializar', 'em', 'tráfico', 'de', 'droga', 'em', 'Pernambuco']]]
167;[[['PF', 'prende', 'por', 'saques', 'de', 'benefícios', 'fraudulentos', 'do', 'INSS'], ['PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN'], ['prende'], ['PF', 'prender', 'por', 'saque', 'de', 'benefício', 'fraudulento', 'de o', 'INSS']]]
168;[[['PF', 'deflagra', 'mais', 'uma', 'fase', 'da', 'Operação', 'Pesadelo', 'no', 'Espirito', 'Santo'], ['PROPN', 'VERB', 'ADV', 'NUM', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN', 'PROPN'], ['deflagra'], ['PF', 'deflagrar', 'mais', 'um', 'fase', 'de o', 'Operação', 'Pesadelo', 'em o', 'Espirito', 'Santo']]]
169;[[['PF', 'prende', 'quatro', 'pessoas', 'por', 'tráfico', 'de', 'drogas', 'em', 'Roraima'], ['PROPN', 'VERB', 'NUM', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN'], ['prende'], ['PF', 'prender', 'quatro', 'pessoa', 'por', 'tráfico', 'de', 'droga', 'em', 'Roraima']]]
170;[[['PF', 'participa', 'de', 'visita', 'a', 'entidades', 'estadunidenses', 'responsáveis', 'pelo', 'combate', 'ao', 'tráfico', 'de', 'madeiras'], ['PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN'], ['participa'], ['PF', 'participar', 'de', 'visita', 'a', 'entidade', 'estadunidens', 'responsável', 'por o', 'combate', 'a o', 'tráfico', 'de', 'madeira']]]
171;[[['PF', 'apreende', 'embarcação', 'preparada', 'para', 'o', 'transporte', 'de', 'ilícitos'], ['PROPN', 'VERB', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN'], ['apreende', 'preparada'], ['PF', 'apreender', 'embarcação', 'preparar', 'para', 'o', 'transporte', 'de', 'ilícito']]]
172;[[['OPERA'], ['PROPN'], [], ['OPERA']], [['O', 'H', 'RUS', 'PF', 'apreende', 'aproximadamente', '250', 'mil', 'maços', 'de', 'cigarros', 'contrabandeados', 'no', 'Paraná'], ['DET', 'NOUN', 'PROPN', 'PROPN', 'VERB', 'ADV', 'NUM', 'NUM', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'PROPN'], ['apreende', 'contrabandeados'], ['o', 'H', 'RUS', 'PF', 'apreender', 'aproximadamente', '250', 'mil', 'maço', 'de', 'cigarro', 'contrabandear', 'em o', 'Paraná']]]
173;[[['PF', 'deflagra', 'operação'], ['PROPN', 'VERB', 'NOUN'], ['deflagra'], ['PF', 'deflagrar', 'operação']], [['Tantos', 'no', 'combate', 'ao', 'crime', 'de', 'compra', 'de', 'votos', 'no', 'Ceará'], ['NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN'], [], ['tanto', 'em o', 'combate', 'a o', 'crime', 'de', 'compra', 'de', 'voto', 'em o', 'Ceará']]]
174;[[['PF', 'apreende', 'uma', 'tonelada', 'de', 'maconha', 'no', 'Paraná'], ['PROPN', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN'], ['apreende'], ['PF', 'apreender', 'um', 'tonelada', 'de', 'maconha', 'em o', 'Paraná']]]
175;[[['PF', 'cumpre', 'mandado', 'de', 'prisão', 'temporária', 'de', 'distribuidor', 'de', 'células', 'falsas'], ['PROPN', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ'], ['cumpre mandado'], ['PF', 'cumprir', 'mandar', 'de', 'prisão', 'temporário', 'de', 'distribuidor', 'de', 'célula', 'falso']]]
176;[[['Polícia', 'Federal', 'realiza', 'extradição', 'de', 'cidadão', 'paraguaio', ',', 'com', 'destino', 'à', 'cidade', 'de', 'Buenos', 'Aires', 'Argentina'], ['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PROPN'], ['realiza'], ['Polícia', 'Federal', 'realizar', 'extradição', 'de', 'cidadão', 'paraguaio', ',', 'com', 'destino', 'a o', 'cidade', 'de', 'Buenos', 'Aires', 'Argentina']]]
177;[[['Polícia', 'Federal', 'realiza', 'primeira', 'apreensão', 'de', 'cocaína', 'do', 'ano', 'de', '2021', 'no', 'aeroporto', 'internacional', 'dos', 'Guararapes'], ['PROPN', 'PROPN', 'VERB', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NUM', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN'], ['realiza'], ['Polícia', 'Federal', 'realizar', 'primeiro', 'apreensão', 'de', 'cocaína', 'de o', 'ano', 'de', '2021', 'em o', 'aeroporto', 'internacional', 'de o', 'Guararapes']]]
178;[[['PF', 'participa', 'da', 'Operação', 'Concórdia', 'para', 'combater', 'tráfico', 'de', 'drogas', 'e', 'armas', 'no', 'Rio', 'Grande', 'do', 'Norte'], ['PROPN', 'VERB', 'ADP', 'PROPN', 'PROPN', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN'], ['participa', 'combater'], ['PF', 'participar', 'de o', 'Operação', 'Concórdia', 'para', 'combater', 'tráfico', 'de', 'droga', 'e', 'arma', 'em o', 'Rio', 'Grande', 'de o', 'Norte']]]
179;[[['PF', 'apreende', 'mais', 'de', 'uma', 'tonelada', 'de', 'maconha'], ['PROPN', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN'], ['apreende'], ['PF', 'apreender', 'mais', 'de', 'um', 'tonelada', 'de', 'Maconha']]]
180;[[['PF', 'e', 'BPFRON', 'apreendem', 'dois', 'veículos', 'carregados', 'com', 'cigarros', 'paraguaios'], ['PROPN', 'CCONJ', 'PROPN', 'VERB', 'NUM', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ'], ['apreendem', 'carregados'], ['PF', 'e', 'BPFRON', 'apreender', 'dois', 'veículo', 'carregar', 'com', 'cigarro', 'paraguaio']]]
181;[[['PF', 'e', 'BPFRON', 'apreendem', 'carreta', 'bi', '-', 'trem', 'carregada', 'com', 'cigarros', 'contrabandeados'], ['PROPN', 'CCONJ', 'PROPN', 'VERB', 'NOUN', 'PROPN', 'PUNCT', 'NOUN', 'VERB', 'ADP', 'NOUN', 'VERB'], ['apreendem', 'carregada', 'contrabandeados'], ['PF', 'e', 'BPFRON', 'apreender', 'carreta', 'bi', '-', 'trem', 'carregar', 'com', 'cigarro', 'contrabandear']]]
182;[[['PF', 'e', 'BPFRON', 'apreendem', 'três', 'veículos', 'carregados', 'com', 'cigarros', 'paraguaios'], ['PROPN', 'CCONJ', 'PROPN', 'VERB', 'NUM', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ'], ['apreendem', 'carregados'], ['PF', 'e', 'BPFRON', 'apreender', 'três', 'veículo', 'carregar', 'com', 'cigarro', 'paraguaio']]]
183;[[['PF', 'apreende', 'droga', 'despachada', 'pelos', 'Correios'], ['PROPN', 'VERB', 'NOUN', 'VERB', 'ADP', 'NOUN'], ['apreende', 'despachada'], ['PF', 'apreender', 'droga', 'despachar', 'por o', 'correio']]]
184;[[['PF', 'prende', 'foragido', 'da', 'Justiça', 'em', 'Redenção', 'PA'], ['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN'], ['prende'], ['PF', 'prender', 'foragido', 'de o', 'justiça', 'em', 'Redenção', 'PA']]]
185;[[['PF', 'prende', 'passageiros', 'com', 'droga', 'fixada', 'ao', 'corpo', 'e', 'dentro', 'de', 'embalagens', 'de', 'produtos'], ['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'CCONJ', 'ADV', 'ADP', 'NOUN', 'ADP', 'NOUN'], ['prende', 'fixada'], ['PF', 'prender', 'passageiro', 'com', 'droga', 'fixar', 'a o', 'corpo', 'e', 'dentro', 'de', 'embalagem', 'de', 'produto']]]
186;[[['PF', 'e', 'BPFRON', 'apreendem', 'carregamento', 'de', 'cigarros', 'contrabandeados', 'em', 'Terra', 'Roxa', 'PR'], ['PROPN', 'CCONJ', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'PROPN', 'PROPN', 'PROPN'], ['apreendem', 'contrabandeados'], ['PF', 'e', 'BPFRON', 'apreender', 'carregamento', 'de', 'cigarro', 'contrabandear', 'em', 'Terra', 'Roxa', 'PR']]]
187;[[['PF', 'prende', 'passageiro', 'com', 'droga', 'oculta', 'em', 'fundo', 'falso', 'de', 'mala'], ['PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADP', 'NOUN'], ['prende', 'oculta'], ['PF', 'prender', 'passageiro', 'com', 'droga', 'ocultar', 'em', 'fundo', 'falso', 'de', 'mala']]]
188;[[['PF', 'deflagra', 'a', 'Operação', 'Hermano', 'para', 'apurar', 'esquema', 'de', 'corrupção', 'em', 'Iracema', 'RR'], ['PROPN', 'VERB', 'DET', 'PROPN', 'PROPN', 'SCONJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'PROPN', 'PROPN'], ['deflagra', 'apurar'], ['PF', 'deflagrar', 'o', 'Operação', 'Hermano', 'para', 'apurar', 'esquema', 'de', 'corrupção', 'em', 'Iracema', 'RR']]]
189;[[['Polícia', 'Federal', 'combate', 'crime', 'de', 'aquisição', 'de', 'moeda', 'falsa', 'em', 'Alagoas'], ['PROPN', 'PROPN', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'PROPN'], ['combate'], ['Polícia', 'Federal', 'combatir', 'crime', 'de', 'aquisição', 'de', 'moeda', 'falso', 'em', 'Alagoas']]]
190;[[['Policiais', 'apreendem', 'veículo', 'carregado', 'com', 'eletrônicos', 'em', 'Foz', 'do', 'Iguaçu', 'PR'], ['NOUN', 'VERB', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'PROPN', 'ADP', 'PROPN', 'PROPN'], ['apreendem', 'carregado'], ['policial', 'apreender', 'veículo', 'carregar', 'com', 'eletrônico', 'em', 'Foz', 'de o', 'Iguaçu', 'PR']]]
